Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
2009-06-12,Uruguay,36,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Venezuela,25,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Viet Nam,23,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-15,Argentina,343,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Australia,1823,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Austria,7,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Bahamas,1,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Bahrain,1,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Barbados,3,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Belgium,17,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Bolivia,7,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Brazil,54,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Canada,2978,4,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,"Cayman Islands, UKOT",2,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Chile,1694,2,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,China,318,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Colombia,42,1,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Costa Rica,104,1,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Cuba,6,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Cyprus,1,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Czech Republic,4,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Denmark,12,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Dominica,1,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Dominican Republic,93,1,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Ecuador,80,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Egypt,18,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,El Salvador,95,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Estonia,4,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Finland,4,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,France,80,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Germany,170,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Greece,19,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Guatemala,119,1,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Honduras,89,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Hungary,4,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Iceland,4,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,India,16,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Ireland,12,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Israel,117,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Italy,67,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Jamaica,11,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Japan,605,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Kuwait,18,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Lebanon,8,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Malaysia,5,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Mexico,6241,108,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Morocco,1,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Netherlands,61,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,New Zealand,86,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Nicaragua,56,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Norway,13,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Panama,272,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Paraguay,25,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Peru,91,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Philippines,77,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Poland,7,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Portugal,3,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Republic of Korea,65,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Romania,13,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Russia,3,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Saudi Arabia,11,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Singapore,47,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Slovakia,3,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Spain,488,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Sweden,32,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Switzerland,22,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Thailand,29,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Trinidad and Tobago,5,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Turkey,10,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Ukraine,1,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,United Kingdom,1226,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,United States of America,17855,45,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Uruguay,36,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Venezuela,25,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,Viet Nam,25,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-15,West Bank and Gaza Strip,2,0,https://www.who.int/csr/don/2009_06_15/en/
2009-06-17,Argentina,733,1,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Australia,2112,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Austria,7,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Bahamas,2,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Bahrain,12,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Barbados,3,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Belgium,19,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Bolivia,11,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Brazil,79,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,"British Virgin Islands, UKOT",1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Canada,4049,7,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,"Cayman Islands, UKOT",4,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Chile,2335,2,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,China,382,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Colombia,53,1,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Costa Rica,149,1,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Cuba,7,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Cyprus,1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Czech Republic,4,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Denmark,15,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Dominica,1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Dominican Republic,93,1,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Ecuador,86,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Egypt,26,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,El Salvador,125,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Estonia,4,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Finland,12,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,France,118,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,"France, French Polynesia, FOC",1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,"France, Martinique, FOC",1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Germany,195,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Greece,23,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Guatemala,128,1,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Honduras,100,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Hungary,4,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Iceland,4,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,India,30,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Ireland,12,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Israel,152,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Italy,72,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Jamaica,12,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Japan,666,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Jordan,2,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Kuwait,18,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Lebanon,11,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Luxembourg,2,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Malaysia,17,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Mexico,6241,108,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Morocco,3,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Netherlands,68,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,"Netherlands, Curacao, OT",1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,New Zealand,127,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Nicaragua,118,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Norway,13,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Panama,272,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Paraguay,25,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Peru,112,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Philippines,193,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Poland,7,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Portugal,3,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Qatar,3,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Republic of Korea,65,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Romania,16,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Russia,3,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Samoa,1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Saudi Arabia,17,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Singapore,49,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Slovakia,3,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Spain,499,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Sri Lanka,1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Sweden,37,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Switzerland,27,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Thailand,310,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Trinidad and Tobago,5,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Turkey,16,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Ukraine,1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,United Kingdom,1461,1,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,"United Kingdom, Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,"United Kingdom, Jersey, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,United States of America,17855,44,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Uruguay,36,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Venezuela,45,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Viet Nam,27,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,West Bank and Gaza Strip,2,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-17,Yemen,1,0,https://www.who.int/csr/don/2009_06_17/en/
2009-06-19,Argentina,918,4,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Australia,2199,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Austria,8,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Bahamas,2,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Bahrain,12,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Barbados,4,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Belgium,19,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Bolivia,11,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Brazil,96,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Canada,4905,12,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"Cayman Islands, UKOT",4,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Chile,3125,2,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,China,519,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Colombia,60,1,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Costa Rica,149,1,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Cuba,15,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Cyprus,1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Czech Republic,5,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Denmark,22,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Dominica,1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Dominican Republic,93,1,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Ecuador,86,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Egypt,29,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,El Salvador,160,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Estonia,5,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Finland,13,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,France,131,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"French Polynesia, FOC",1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Germany,238,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Greece,31,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Guatemala,153,1,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Honduras,108,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Hungary,7,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Iceland,4,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,India,30,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Ireland,16,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Israel,219,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Italy,88,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Jamaica,14,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Japan,690,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"Jersey, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Jordan,2,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Kuwait,18,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Laos,1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Lebanon,12,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Luxembourg,2,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Malaysia,23,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"Martinique, FOC",1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Mexico,7624,113,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Morocco,8,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Netherlands,87,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"Netherlands Antilles, Curaçao ",3,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,"Netherlands Antilles, Sint Maarten",1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,New Zealand,216,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Nicaragua,144,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Norway,17,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Oman,3,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Panama,272,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Paraguay,27,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Peru,141,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Philippines,311,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Poland,7,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Portugal,5,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Qatar,3,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Republic of Korea,84,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Romania,18,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Russia,3,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Samoa,1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Saudi Arabia,22,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Singapore,77,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Slovakia,3,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,South Africa,1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Spain,512,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Sri Lanka,1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Suriname,11,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Sweden,43,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Switzerland,27,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Thailand,518,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Trinidad and Tobago,18,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Turkey,20,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Ukraine,1,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,United Arab Emirates,2,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,United Kingdom,1752,1,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,United States of America,17855,44,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Uruguay,36,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Venezuela,60,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Viet Nam,27,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,West Bank and Gaza Strip,5,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-19,Yemen,4,0,https://www.who.int/csr/don/2009_06_19/en/
2009-06-22,Algeria,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Argentina,1010,7,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Australia,2436,1,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Austria,9,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Bahamas,2,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Bahrain,15,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Bangladesh,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Barbados,4,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Belgium,29,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Bolivia,25,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Brazil,131,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Brunei Darussalam,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Canada,5710,13,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"Cayman Islands, UKOT",4,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Chile,4315,4,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,China,739,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Colombia,71,2,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Costa Rica,149,1,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Cuba,15,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Cyprus,4,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Czech Republic,7,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Denmark,23,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Dominica,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Dominican Republic,93,1,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Ecuador,95,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Egypt,39,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,El Salvador,160,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Estonia,5,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Fiji,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Finland,13,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,France,147,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"French Polynesia, FOC",1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Germany,275,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Greece,48,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Guatemala,208,1,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Honduras,108,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Hungary,7,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Iceland,4,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,India,44,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Ireland,23,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Israel,291,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Italy,88,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Jamaica,19,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Japan,850,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"Jersey, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Jordan,13,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Kuwait,26,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Laos,2,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Lebanon,12,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Luxembourg,3,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Malaysia,23,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"Martinique, FOC",1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Mexico,7624,113,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Morocco ,6,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Netherlands,91,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"Netherlands Antilles, Curaçao ",3,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,"Netherlands Antilles, Sint Maarten",1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,New Zealand,258,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Nicaragua,189,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Norway,17,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Oman,3,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Panama,330,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Paraguay,48,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Peru,185,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Philippines,344,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Poland,13,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Portugal,6,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Qatar,8,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Republic of Korea,105,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Romania,18,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Russia,3,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Samoa,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Saudi Arabia,35,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Singapore,142,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Slovakia,3,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Slovenia,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,South Africa,1,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Spain,522,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Sri Lanka,4,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Suriname,11,0,https://www.who.int/csr/don/2009_06_22/en/
2009-06-22,Sweden,48,0,https://www.who.int/csr/don/2009_06_22/en/
